COADD_ID,RA,Dec,gmag,q,g-i,mu_mean,z,re
1118089165,13.9605,-28.9674,19.55,0.97,0.62,24.79,,4.44
1120343033,14.2492,3.1979,20.45,0.64,0.36,24.98,,3.22
1120856917,13.9232,-1.1386,21.44,0.86,0.76,25.79,,2.97
1120863506,14.3152,-1.2039,21.03,0.87,0.91,25.28,,2.82
1120853502,14.6028,-1.1111,21.54,0.93,0.92,26.16,,3.35
1125469464,14.3156,-2.5158,21.15,0.85,0.6,25.56,,3.05
1125916746,14.585,-3.108,20.53,0.89,0.57,25.01,,3.14
1116263344,14.2098,-17.2855,20.48,0.57,0.51,24.79,,2.91
1116267870,14.4862,-17.3246,21.55,0.58,0.35,25.03,,1.98
1116239006,14.5989,-17.0486,20.03,0.83,0.47,24.74,,3.5
1118776651,14.418,-21.7682,20.42,0.48,0.26,24.78,,2.97
1116137233,14.0808,-24.4178,20.34,0.74,0.38,24.68,,2.94
1121765268,14.5415,-28.0997,19.26,0.57,0.29,24.89,,5.32
1121696272,14.4964,4.7186,20.84,0.93,0.68,24.94,,2.63
1117592438,14.599,-4.4585,19.31,0.79,0.54,24.78,,4.97
1117603999,14.6025,-4.5745,20.26,0.85,0.43,25.18,,3.84
1117344009,14.38,-5.2917,20.76,0.84,0.42,24.97,,2.77
1122105736,14.7424,-16.6877,20.4,0.89,0.79,25.58,,4.34
1125650615,14.3777,-21.0953,20.69,0.76,0.52,24.74,,2.58
1122461114,14.7911,-23.2794,20.99,0.72,0.38,24.72,,2.22
1119930032,14.7296,0.6066,21.02,0.37,0.26,24.96,,2.46
1119759979,14.7647,0.9832,18.93,0.57,0.34,24.85,,6.07
1118992082,15.1104,1.6309,20.19,0.77,0.63,24.99,,3.65
1125060912,14.7399,-1.2528,20.33,0.79,0.66,25.04,,3.48
1122955178,14.8539,-20.5708,21.36,0.81,0.43,24.99,,2.12
1117141811,14.7384,-26.0196,20.57,0.61,0.33,24.8,,2.8
1117083649,15.1347,-25.401,24.17,0.44,0.67,25.71,,0.81
1120688531,15.064,2.7704,20.36,0.64,0.47,24.9,,3.23
1119564755,15.2403,-2.1312,21.04,0.89,0.81,25.67,,3.37
1121317612,15.3649,-2.939,20.85,0.97,0.51,24.76,,2.41
1118957890,14.8106,-17.3319,20.78,0.44,0.29,26.25,,4.94
1118900921,15.3596,-16.7738,21.11,0.84,0.53,25.15,,2.56
1127815761,15.2535,-21.8155,20.66,0.69,0.28,24.88,,2.79
1127843958,15.4802,-22.0913,21.88,0.68,0.89,26.37,,3.15
1122531590,14.9864,-24.6704,19.7,0.64,0.55,24.7,,4
1126749731,15.4293,-4.7964,20.43,0.85,0.41,24.74,,2.9
1126791459,15.5218,-5.245,20.37,0.67,0.73,25.68,,4.59
1126740082,15.5963,-4.6974,20.84,0.59,0.85,25.76,,3.85
1127462531,15.4766,-5.9507,19.97,0.9,0.68,24.65,,3.44
1129287653,15.4026,-21.3027,21.38,0.83,0.75,26.02,,3.37
1129307770,15.6315,-21.4852,20.86,0.75,0.88,26.13,,4.52
1129332055,15.6729,-21.7339,20.62,0.76,0.3,24.79,,2.72
1129549729,15.728,-0.1504,19.88,0.63,0.38,24.95,,4.13
1130132479,15.3875,1.0534,19.79,0.77,0.53,24.95,,4.28
1130167916,15.7857,0.7155,20.18,0.87,0.56,24.66,,3.13
1129845146,15.5602,-0.7943,20.37,0.7,0.52,25.02,,3.4
1129432891,15.5074,-1.1569,20.18,0.51,0.19,24.66,,3.13
1129476261,15.6069,-1.5928,20.98,0.62,0.4,25.02,,2.57
1126526679,15.7487,-6.6291,19.04,0.68,0.76,25.29,,7.08
1126514457,15.7868,-6.4514,20.45,0.87,1.15,25.66,,4.39
1126514278,15.8309,-6.4406,22.12,0.57,0.5,26.78,,3.41
1131565429,15.6853,-16.8833,20.23,0.59,0.37,24.85,,3.35
1132488096,15.6307,-22.0363,20.35,0.85,0.48,24.93,,3.29
1132506020,15.659,-22.2144,20.03,0.87,0.78,24.97,,3.89
1132495318,15.8844,-22.112,20.22,0.92,0.52,24.65,,3.08
1132498690,16.2294,-22.1389,20.8,0.71,0.86,25.34,,3.23
1130553714,15.4399,-28.4396,20.6,0.79,0.74,25.05,,3.09
1132645970,16.0189,-15.273,20.09,0.78,0.3,24.61,,3.2
1132008848,16.0595,-20.1324,20,0.85,0.43,24.8,,3.63
1133365713,16.1236,-21.513,20.1,0.82,0.4,24.93,,3.7
1133657682,16.1263,-23.576,20.55,0.62,0.34,24.65,,2.64
1132155607,16.3224,-27.2335,20.31,0.56,0.56,24.66,,2.96
1134983666,16.4783,0.2377,19.71,0.9,0.55,24.6,,3.8
1135648435,16.5488,1.5362,20.33,0.85,0.64,24.78,,3.1
1137052910,16.2786,2.2767,21.96,0.58,1.05,25.3,,1.86
1134937112,16.1313,-1.4486,20.62,0.75,0.67,24.7,,2.61
1134932587,16.4296,-1.3988,19.96,0.6,0.62,24.73,,3.58
1136176557,16.3242,-1.9984,21.54,0.86,0.51,25.21,,2.16
1136198134,16.66,-2.2325,20.24,0.56,0.49,25.24,,4
1135049953,16.064,-19.2701,20.3,0.82,0.43,24.77,,3.12
1135029892,16.1187,-19.0651,21.07,0.74,0.55,25.49,,3.05
1135773144,16.5942,-20.8653,19.58,0.78,0.16,24.97,,4.78
1135773525,16.6198,-20.87,19.16,0.89,0.59,24.79,,5.35
1135105556,16.7468,-22.6689,19.73,0.32,0.33,24.68,,3.9
1135106291,16.7516,-22.6938,18.55,0.57,0.29,24.77,,7.01
1135222937,16.5474,3.4262,20.37,0.64,0.47,24.61,,2.81
1135199004,16.7887,3.677,20.08,0.61,0.32,24.76,,3.44
1136745093,16.4162,3.9986,21.61,0.97,1.04,25.33,,2.21
1136887626,16.7908,-4.0178,19.94,0.62,0.4,25.08,,4.25
1136483551,16.8905,-15.8979,20.92,0.65,0.44,25.32,,3.02
1136482263,16.9238,-15.8905,20.13,0.69,0.81,24.87,,3.55
1136559496,16.5845,-18.7985,20.43,0.74,0.34,24.88,,3.09
1137910742,16.7385,-14.6837,20.66,0.75,0.6,24.76,,2.64
1138343729,17.228,-16.1349,20.93,0.61,0.9,25.4,,3.13
1138690210,16.8201,-17.5409,21.26,0.55,0.65,25.67,,3.04
1138542166,16.9976,-21.6347,20.66,0.65,0.87,25.1,,3.09
1140168011,17.2983,0.4315,19.81,0.72,0.55,24.77,,3.93
1151958470,17.3404,1.6766,20.4,0.77,0.26,24.84,,3.07
1151984840,17.375,1.4155,20.37,0.91,0.32,24.77,,3.02
1140501818,16.8027,1.9611,20.5,0.82,1.15,25.52,,4.01
1140456532,17.0433,2.4329,20.98,0.84,0.84,25.72,,3.55
1140472083,17.3093,2.2801,21.61,0.91,1.16,26.39,,3.6
1140508528,17.3227,1.883,18.52,0.6,0.65,24.94,,7.66
1140406660,17.1335,-0.653,20.36,0.86,0.66,24.81,,3.09
1139117827,17.2719,-1.2829,20.56,0.79,0.66,24.99,,3.08
1140858367,17.1438,-3.1784,20.61,0.83,0.51,24.7,,2.62
1138087167,17.1547,-6.3392,19.07,0.5,0.78,25.11,,6.44
1136650188,16.807,-6.7932,20.27,0.64,0.59,24.74,,3.14
1136659039,17.0151,-6.9048,20.93,0.77,0.54,25.39,,3.11
1136663460,17.351,-6.963,20.98,0.56,0.81,25.76,,3.62
1140208136,17.2006,-18.9067,20.37,0.64,0.44,24.99,,3.35
1140910617,17.5914,-22.9734,20.02,0.81,0.5,24.72,,3.47
1140026667,17.3234,-25.5212,21.09,0.47,0.01,25.08,,2.5
1140332564,17.2669,-29.8889,21.11,0.68,0.51,25.16,,2.58
1141176761,17.5279,3.306,20.23,0.9,0.78,24.9,,3.44
1142172592,17.2858,-5.2578,20.44,0.45,0.35,24.73,,2.88
1141997603,17.3142,-4.7493,21.18,0.59,0.29,25.42,,2.82
1140736538,17.6393,-14.1225,20.05,0.6,0.52,24.7,,3.39
1142052760,17.2822,-15.9596,20.06,0.83,0.61,24.73,,3.44
1141609027,17.3451,-15.423,20.5,0.64,0.69,24.68,,2.73
1141694214,17.4714,-17.0213,21.07,0.84,0.39,24.81,,2.23
1142245930,17.5525,-22.4418,20.12,0.81,0.53,24.78,,3.42
1141891291,17.574,-28.6636,20.5,0.86,0.63,24.66,,2.72
1142685484,17.4288,-5.6395,20.19,0.71,0.28,24.81,,3.34
1142103312,17.4008,-6.5567,19.39,0.66,1.01,24.64,,4.46
1143688464,17.8548,-15.2532,21.17,0.87,0.59,25.13,,2.47
1143300570,17.724,-17.5439,19.23,0.85,0.53,24.65,,4.85
1143311341,17.9586,-17.6589,19.12,0.89,0.43,24.62,,5.02
1143304152,18.0157,-17.581,19.9,0.75,0.47,24.6,,3.48
1143513391,17.5509,-20.2538,20.36,0.69,0.47,24.9,,3.23
1143798788,17.6193,-21.2597,21.23,0.74,0.57,25,,2.27
1144953423,18.0457,-0.3164,21.17,0.84,0.88,25.76,,3.3
1145238059,17.5118,0.8524,20.2,0.76,0.52,24.73,,3.21
1145447314,17.7056,1.5347,20.06,0.75,0.31,24.86,,3.65
1145387285,17.9662,2.4629,20.11,0.51,0.17,25.2,,4.15
1147130482,18.1051,2.6751,20.53,0.8,0.64,24.94,,3.05
1145188469,17.5601,-1.5475,20.55,0.69,0.37,25.21,,3.4
1145171191,17.6453,-1.3839,21.21,0.63,0.38,25.1,,2.39
1145949077,18.0048,-2.7397,20.59,0.56,0.62,25.03,,3.08
1144825519,17.5261,-19.06,20.42,0.7,0.53,24.71,,2.89
1144069872,17.5219,-23.4412,20.52,0.75,0.45,25.25,,3.52
1144512824,17.4707,-26.451,20.94,0.89,0.2,24.83,,2.39
1146977990,17.6555,3.4516,20.52,0.98,0.57,24.7,,2.74
1146962026,18.0118,3.6142,20.58,0.68,0.36,24.91,,2.92
1146958671,18.2455,3.6462,19.35,0.85,0.43,24.6,,4.48
1146625290,18.4051,-4.2466,20.14,0.82,0.95,25.09,,3.89
1146913195,17.8226,-17.1449,20.88,0.68,0.51,24.9,,2.54
1146899079,17.8878,-17.0195,20.19,0.82,0.56,24.92,,3.52
1146874602,17.9331,-16.7927,21.08,0.92,0.28,24.86,,2.27
1146939672,18.1696,-17.4137,19.87,0.81,0.64,24.86,,3.97
1146917714,18.232,-17.1912,20.24,0.97,0.63,24.81,,3.27
1145690944,17.7697,-22.5869,20.65,0.82,0.67,25.04,,3
1147174196,17.9043,-24.8795,19.29,0.61,0.55,24.83,,5.11
1147193161,18.3395,-25.0702,19.9,0.89,0.49,24.62,,3.51
1148859654,18.2411,-5.6569,19.57,0.64,0.63,24.93,,4.7
1148491456,18.5655,-6.4165,20.32,0.52,0.33,25.02,,3.47
1148668553,18.4669,-16.1269,21.61,0.57,0.41,25.48,,2.37
1148419330,18.0804,-19.8907,20.44,0.6,0.2,25.6,,4.29
1148820670,18.6723,-24.5329,20.73,0.89,0.46,25.08,,2.96
1149830574,18.4163,0.7814,19.92,0.88,0.53,24.63,,3.5
1150638999,18.4749,2.1251,19.62,0.72,0.55,24.73,,4.21
1151356333,18.3934,2.7488,21.07,0.59,0.48,25.5,,3.07
1151346978,18.6742,2.8415,20.62,0.91,0.58,24.79,,2.73
1177484230,18.5251,3.3742,20.35,0.49,0.28,25.29,,3.87
1150388112,18.1949,-0.4412,19.01,0.52,0.88,25.45,,7.75
1150432881,18.5604,-0.8881,21.08,0.87,0.85,25.69,,3.33
1149891497,18.6876,-1.2416,20.09,0.81,0.76,24.68,,3.31
1151718158,18.5971,-3.1319,20.16,0.76,0.48,25.02,,3.74
1151587005,18.5243,-3.2798,20.34,0.83,0.57,24.63,,2.87
1150335640,18.5632,-19.1445,20.65,0.78,0.36,25.55,,3.81
1151142302,18.7192,4.3163,19.91,0.77,0.64,24.8,,3.79
1150714018,18.8265,4.7242,20.35,0.73,0.58,24.71,,2.96
1152226537,18.8357,-15.8774,20.22,0.61,0.68,25.37,,4.26
1153080373,19.0188,-18.8601,20.48,0.96,0.55,24.91,,3.07
1152043713,18.7652,-20.7973,20.49,0.87,0.64,24.89,,3.02
1152065527,18.8909,-21.0131,20.24,0.82,0.47,24.87,,3.36
1152693021,18.5926,-29.9159,20.34,0.59,0.35,25.37,,4.06
1155680822,18.8968,0.2428,20.88,0.68,0.88,25.71,,3.7
1155706583,19.2774,-0.0102,20.03,0.98,0.55,24.6,,3.28
1155667591,19.5224,0.3704,20.47,0.88,0.56,24.7,,2.8
1155119584,19.229,-0.9243,20.44,0.64,0.1,24.7,,2.83
1153687394,18.7684,-5.3723,20.92,0.52,0.55,25.33,,3.04
1153451045,18.854,-6.6269,21.02,0.53,0.83,26.52,,5.04
1154798088,19.3031,-16.1391,20.98,0.85,0.44,25.36,,3
1155768479,19.1881,2.9631,20.18,0.64,0.36,24.63,,3.1
1156046873,19.4124,3.4318,21.42,0.64,0.45,25.09,,2.16
1157838031,19.2339,-2.0259,21.29,0.63,0.7,25.81,,3.2
1157828523,19.4134,-1.9232,21.68,0.43,0.04,25.28,,2.1
1157870298,19.5001,-2.3799,19.07,0.68,0.34,24.85,,5.72
1154667469,19.3326,-13.5172,20.49,0.93,0.49,24.85,,2.97
1154647088,19.4952,-13.3025,21.13,0.7,0.46,25.13,,2.51
1157692848,19.8336,4.4591,20.08,0.79,0.51,24.68,,3.3
1155980242,19.7665,4.7714,20.27,0.98,0.82,24.67,,3.01
1159312961,19.831,-6.0016,20,0.85,0.64,24.69,,3.46
1159277620,20.0773,-5.6615,20.74,0.92,0.57,25.26,,3.21
1157089670,19.8485,-16.9499,20.33,0.89,0.73,24.79,,3.12
1159214182,19.7835,-29.3164,20.25,0.37,0.36,24.91,,3.43
1160750549,19.7216,0.8992,20.93,0.71,0.55,25.26,,2.93
1161157428,20.1575,1.3248,20.98,0.57,0.8,25.81,,3.7
1160662121,19.864,-1.407,20.77,0.47,0.91,25.56,,3.62
1160655731,19.9213,-1.3318,21.77,0.57,0.71,26.03,,2.84
1159383052,20.2127,-6.2497,20.63,0.88,0.61,25,,2.98
1160390286,20.1341,-15.0079,20.97,0.76,0.6,25.05,,2.62
1160284464,19.5612,-16.2082,20.76,0.94,0.72,26.17,,4.81
1160334867,19.811,-16.7039,20.52,0.88,0.4,25.37,,3.72
1161934737,20.379,2.8394,21.7,0.8,0.9,25.97,,2.85
1162742842,19.9359,3.4952,20.65,0.87,0.65,24.82,,2.73
1162695872,20.0267,3.9368,20.12,0.73,0.36,24.8,,3.44
1162722321,20.1757,3.6863,20.77,0.74,0.66,24.73,,2.48
1162735708,20.3963,3.5635,20.24,0.86,0.57,24.92,,3.44
1162253129,20.3228,4.5492,19.4,0.68,0.39,24.89,,4.98
1162300645,20.4902,4.0633,21.05,0.5,0.17,24.68,,2.13
1162411956,20.295,-2.7634,20.06,0.57,0.78,25.16,,4.18
1162231096,20.048,-3.8046,20.48,0.85,0.59,25,,3.19
1161251607,19.929,-21.7126,20.06,0.87,0.6,24.89,,3.69
1162589312,20.2006,-26.6747,22.04,0.62,0.85,24.75,,1.39
1164096334,20.2847,-5.3695,20.14,0.79,0.51,24.88,,3.54
1162981689,20.3446,-13.0704,20.87,0.82,0.42,25.44,,3.27
1162963081,20.7401,-12.8639,19.79,0.82,0.55,24.82,,4.05
1162631845,20.3715,-20.6454,21.38,0.87,0.44,25.2,,2.31
1163607073,20.4607,-25.5836,21.02,0.79,0.45,24.93,,2.41
1165047640,20.4851,0.2326,22.05,0.82,0.34,24.97,,1.53
1165085811,20.6009,-0.1618,21.54,0.63,0.44,25.33,,2.28
1165056103,20.7902,0.1487,21.26,0.84,0.7,26.01,,3.55
1164869640,20.6447,0.5226,20.95,0.77,0.52,25.4,,3.1
1167110131,20.4805,2.1825,20.52,0.98,0.81,24.88,,2.97
1167137092,20.7033,1.9058,18.25,0.7,0.56,24.7,,7.75
1165325372,20.4034,-0.6084,20.85,0.7,0.99,25.76,,3.82
1165350451,20.6559,-0.8721,20.23,0.93,0.72,24.92,,3.46
1165315196,20.909,-0.512,20.33,0.66,0.35,24.8,,3.13
1170264655,20.7886,-1.4741,21.8,0.66,0.99,26.2,,3.03
1166571383,20.9139,-2.4092,21.62,0.81,1.06,26.02,,3.02
1165433553,20.7446,-14.8257,21.06,0.55,0.46,24.99,,2.43
1165003501,20.9325,-16.4663,20.42,0.78,0.36,24.6,,2.73
1166140104,20.39,-17.8155,20.56,0.89,0.74,25.2,,3.38
1166167486,20.6072,-18.0933,20.51,0.87,0.47,24.69,,2.73
1164956893,20.9243,-29.5675,19.93,0.53,0.36,24.77,,3.7
1166076220,20.6456,2.8272,20.25,0.71,0.78,24.76,,3.18
1166802998,20.7254,-2.6067,21.36,0.88,0.91,25.79,,3.06
1170913490,21,-21.2089,20.59,0.55,0.38,24.69,,2.63
1170944894,21.1895,-21.5297,20.56,0.65,0.52,24.92,,2.96
1167686809,20.6197,-27.2879,20.08,0.87,0.33,24.83,,3.55
1168118208,21.0026,-4.6509,20.79,0.67,0.56,24.69,,2.4
1169654465,20.844,-5.4775,20.09,0.54,0.23,25.05,,3.93
1169674475,21.231,-5.6834,20.71,0.8,0.51,25.38,,3.43
1169063275,20.8642,-20.5111,21.35,0.78,0.87,25.98,,3.37
1172557926,21.1666,1.6428,20.24,0.84,0.62,25.98,,5.62
1172564314,21.333,1.5862,21,0.66,0.23,24.98,,2.49
1172603220,21.3474,1.1747,19.9,0.6,0.22,24.88,,3.95
1173389400,21.4113,1.96,20.43,0.55,0.95,25.77,,4.66
1173387792,21.5997,1.9552,19.45,0.85,0.43,24.73,,4.55
1172185646,21.233,-0.5235,20.52,0.9,0.47,24.99,,3.13
1172223715,21.44,-0.9259,21.23,0.58,0.66,25.01,,2.28
1172458297,21.0822,-1.6091,20.87,0.89,0.58,24.96,,2.61
1172463972,21.2945,-1.6775,20.62,0.85,0.82,25.79,,4.32
1172464058,21.4124,-1.679,20.95,0.69,0.96,25.48,,3.21
1171384054,21.7147,-29.2037,19.82,0.61,0.58,25.15,,4.65
1173675468,21.3098,3.2483,19.9,0.55,0.39,24.71,,3.65
1174188359,21.8051,-2.6615,20.92,0.72,0.35,25.12,,2.76
1173500922,21.3027,-3.248,20.65,0.67,0.31,24.78,,2.67
1173498697,21.3091,-3.2246,20.6,0.96,0.59,24.71,,2.65
1173752419,21.4799,-4.5742,19.16,0.63,0.31,24.67,,5.06
1172258194,21.4496,-21.2708,20.54,0.62,0.38,24.65,,2.65
1172245526,21.6322,-21.1348,20.22,0.77,0.45,24.69,,3.12
1173420128,21.6466,-23.3249,21.18,0.72,0.54,25.23,,2.58
1174309940,22.0549,-5.478,20.1,0.62,0.37,24.74,,3.39
1173797777,22.0864,-14.307,21.28,0.78,0.4,25.2,,2.43
1171696623,21.6089,-15.348,20.24,0.51,0.22,24.75,,3.18
1171967587,21.7064,-16.9467,20.73,0.63,0.3,24.88,,2.7
1175089741,21.7242,-18.6242,21.08,0.74,0.62,25.11,,2.54
1175694935,21.8275,-25.4437,21.03,0.77,0.64,25.56,,3.22
1176748008,22.0965,1.3053,19.56,0.66,0.72,24.81,,4.46
1176914489,21.9537,2.1163,20.44,0.77,0.93,25.34,,3.8
1176594917,22.0114,-0.7704,20.51,0.66,0.76,24.77,,2.83
1175644818,21.9887,-1.1949,19.78,0.93,0.83,25.08,,4.58
1175660878,22.0829,-1.3744,19.86,0.9,0.73,25.02,,4.29
1176865859,22.2597,-2.4106,20.95,0.43,0.86,25.59,,3.39
1177033493,21.9304,-2.5648,20.06,0.9,0.79,24.75,,3.46
1182290597,22.4446,-13.8854,21.59,0.61,0.45,25.82,,2.8
1182250937,22.4768,-13.5024,19.62,0.88,0.56,24.66,,4.06
1175839124,22.2997,-16.1606,20.36,0.83,0.39,24.63,,2.85
1175863896,22.5039,-16.4517,20.49,0.59,0.63,24.86,,2.98
1178537817,22.4848,-18.0982,19.88,0.76,0.39,25.01,,4.24
1178054690,22.6567,-3.932,20.62,0.46,0.87,25.8,,4.33
1179073286,22.7199,-5.0128,19.44,0.35,0.2,24.69,,4.47
1179528484,22.134,-19.0902,20.8,0.75,0.29,25.18,,3
1178154516,22.8285,-15.9005,20.42,0.9,0.46,24.61,,2.75
1180114552,22.8485,-26.5352,20.91,0.85,0.81,25.43,,3.2
1181494319,22.5483,2.3432,20.59,0.77,0.38,24.95,,2.96
1180436827,22.4631,-0.782,20.54,0.72,0.46,24.95,,3.04
1180428961,23.0205,-0.6978,19.75,0.92,0.44,24.71,,3.91
1182583412,23.1887,-14.9139,19.73,0.6,0.3,24.66,,3.87
1181951967,22.9766,-16.1059,20.55,0.99,0.51,24.79,,2.81
1182362350,22.6911,-17.8689,21.04,0.74,0.53,25.04,,2.52
1181595016,22.7721,-21.9762,20.41,0.84,0.62,24.85,,3.09
1185057893,23.1293,-29.9294,20.18,0.68,0.31,24.7,,3.19
1308398042,23.2143,4.4639,20.68,0.58,0.2,24.68,,2.52
1183215622,22.8132,-4.0448,19.41,0.72,0.28,25.11,,5.49
1184127605,23.0346,-28.1795,20.54,0.97,0.03,25.21,,3.43
1307316524,23.2364,-17.0807,20.94,0.82,0.51,24.9,,2.47
1307295699,23.5275,-16.8561,20.89,0.79,0.72,26.27,,4.77
1185822508,23.457,-20.868,20.7,0.65,0.44,24.83,,2.67
1185865326,23.7413,-22.8213,20.72,0.91,0.59,25.19,,3.12
1186561588,23.6398,0.9073,21.35,0.39,0.71,25.42,,2.61
1187267013,23.2495,-1.5432,20.18,0.49,0.36,24.6,,3.05
1186780226,23.4307,-14.7962,19.75,0.63,0.27,24.88,,4.23
1186779844,23.7894,-14.7874,20.3,0.67,0.16,24.85,,3.24
1189193129,23.6123,-17.8968,20.7,0.75,0.47,25.2,,3.17
1188035244,23.675,-22.4689,20.97,0.87,0.51,24.99,,2.54
1188826737,23.5152,-7.6196,20.85,0.5,0.72,25.23,,3.01
1189617970,23.7428,-19.024,20.29,0.95,0.32,25.07,,3.59
1190680099,23.709,-21.6309,20.21,0.76,0.3,24.61,,3.03
1309501851,24.0098,-27.4934,20.52,0.88,0.63,24.65,,2.67
1190441313,24.1494,-28.2369,20.93,0.92,0.52,25.33,,3.03
1190046419,23.6981,-29.0044,20.23,0.92,0.59,24.76,,3.22
1188991267,23.8743,-29.8665,20,0.75,0.57,24.6,,3.32
1299057013,24.2425,-0.9632,20.9,0.65,0.26,25.06,,2.71
1302114184,23.8002,-5.3566,20.84,0.9,0.32,24.93,,2.62
1190541998,23.9096,-8.5559,19.54,0.73,0.58,24.71,,4.33
1304442459,24.3431,-9.5891,20.95,0.79,0.94,25.3,,2.96
1304437295,24.4962,-9.5346,20.75,0.81,0.63,24.9,,2.7
1304390891,24.5072,-9.058,21.64,0.7,1.02,26.19,,3.24
1619396799,24.3322,-22.5054,20.14,0.55,0.72,25.31,,4.32
1619410497,24.334,-22.6585,19.37,0.81,0.6,24.71,,4.68
1311223315,24.4876,-26.3171,20.49,0.86,0.39,24.67,,2.73
1306786462,24.3444,3.2068,21.69,0.59,0.47,25.22,,2.03
1311981810,24.6178,-9.8291,21.86,0.91,0.45,25.25,,1.9
1311440503,24.1885,-16.3672,19.66,0.72,0.46,24.61,,3.9
1311434043,24.6493,-16.2911,21.3,0.85,0.24,25.18,,2.39
1302882160,24.6567,-20.1692,20.83,0.66,0.58,25.5,,3.43
1619017346,24.8759,-4.2089,19.99,0.63,0.3,24.61,,3.35
1303510745,24.4259,-4.827,20.46,0.76,0.35,24.78,,2.92
1299195741,24.84,-24.4574,19.81,0.66,0.36,24.75,,3.87
1309230491,24.7817,-28.5596,20.7,0.68,0.58,25.2,,3.17
1299397581,24.7492,-29.0758,20.92,0.73,0.51,25.22,,2.88
1300127362,24.8369,-29.8626,20.74,0.64,0.84,26.6,,5.92
1300648523,24.9315,0.2732,20.25,0.79,0.51,24.72,,3.13
1300644856,24.9792,0.3099,20.16,0.71,0.58,24.68,,3.2
1301503738,24.8897,-6.6679,20.3,0.59,0.37,24.95,,3.4
1301459186,24.9817,-6.2178,20.63,0.82,0.16,24.84,,2.77
1301464664,25.1994,-6.2787,19.97,0.77,0.43,24.98,,4.01
1620834378,25.0196,-9.3823,20.35,0.79,0.47,25.1,,3.55
1307772626,24.7826,-11.7145,20.93,0.72,0.23,25.15,,2.79
1300526033,24.9653,-21.027,20.16,0.84,0.47,24.92,,3.57
1300506760,25.1368,-20.8288,20.21,0.69,0.64,24.82,,3.33
1619272017,25.256,-26.7929,20.24,0.66,0.37,24.64,,3.02
1618972735,25.0537,4.4302,21.44,0.74,0.27,24.92,,1.98
1619254403,24.8333,-3.0599,18.5,0.72,0.43,24.96,,7.8
1619260552,24.8408,-3.1206,20.87,0.71,0.39,25.02,,2.7
1299475871,25.177,-4.0049,19.79,0.79,0.64,24.64,,3.72
1298303914,24.8845,-16.3584,19.02,0.86,0.4,24.75,,5.58
1299031187,25.5139,-19.9224,21.35,0.73,0.18,25.12,,2.26
1301718788,25.541,-8.022,20.46,0.94,0.64,24.73,,2.84
1307550467,25.031,-11.9816,20.97,0.88,0.39,25.36,,3.01
1306976152,25.2066,-15.7028,20.59,0.7,0.16,24.73,,2.69
1308209031,25.1071,-19.334,21.37,0.84,0.1,25.24,,2.37
1304069520,25.4529,-21.5221,20.98,0.84,0.4,25.04,,2.58
1298508318,25.2782,-24.3009,20.17,0.62,0.19,24.91,,3.53
1310676355,25.7671,0.1783,20.64,0.89,0.36,24.87,,2.79
1311294615,25.7004,-1.0047,20.18,0.76,0.59,24.82,,3.38
1299758038,25.9183,-1.7556,20,0.59,0.43,24.64,,3.37
1310733972,25.7822,-8.9674,20.65,0.71,0.29,26.11,,4.92
1304341322,25.5433,-11.4227,21.14,0.81,0.63,25.11,,2.48
1304308244,25.6876,-11.1067,22.07,0.84,0.54,25.71,,2.14
1304330088,25.8261,-11.3237,20.29,0.95,0.54,24.98,,3.47
1304365104,25.9485,-11.6672,20.88,0.82,0.49,24.94,,2.59
1313397857,25.6576,-23.698,19.86,0.66,0.48,24.6,,3.54
1301344597,26.0565,-27.2052,20.18,0.78,0.48,25.15,,3.92
1308568873,25.9972,2.7079,20.08,0.83,0.56,24.75,,3.43
1298751022,25.7225,3.4979,20.64,0.69,0.58,24.7,,2.58
1298764526,25.9359,3.3597,21.09,0.85,0.49,24.98,,2.4
1302255350,25.7243,-9.8896,18.96,0.91,0.5,24.71,,5.63
1308107037,26.0605,-12.2591,19.62,0.8,0.43,24.82,,4.38
1298449530,25.6448,-16.5614,20.12,0.91,0.68,24.61,,3.15
1308945633,25.8709,-22.7087,21.01,0.89,0.59,25.28,,2.85
1193748892,26.4978,-10.8877,20.1,0.81,0.19,24.95,,3.72
1194232144,26.2921,-19.1657,20.55,0.94,0.45,24.63,,2.61
1196945171,26.0766,0.2649,20.89,0.82,0.28,25.04,,2.69
1196945001,26.2076,0.2636,21.14,0.62,0.69,26.29,,4.28
1196172804,26.4123,1.8707,19.99,0.84,0.29,24.72,,3.52
1196879956,26.0624,-1.2459,19.81,0.59,0.57,24.72,,3.84
1196582544,26.6482,-27.3946,20.59,0.76,0.74,24.85,,2.83
1196533604,26.8291,-26.8881,20.92,0.7,0.7,25.43,,3.17
1195529420,26.2625,-27.5619,19.66,0.82,0.49,24.9,,4.47
1197023828,26.6653,3.5928,20.08,0.76,0.25,25.63,,5.16
1194199967,27.0321,3.9975,20.47,0.79,0.58,24.69,,2.79
1197442733,26.2738,-3.0027,20.79,0.8,0.5,24.88,,2.62
1198179588,26.471,-4.346,20.52,0.55,0.29,25.23,,3.49
1196666181,26.7216,-6.7761,18.46,0.65,0.3,24.71,,7.09
1198841208,26.7048,-7.9572,19.22,0.86,0.4,24.68,,4.92
1199001564,26.9455,-22.2881,19.92,0.86,0.33,24.94,,4.03
1197240935,26.6835,-26.5181,21.09,0.61,0.14,25.52,,3.07
